"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"연희동",1,서울특별시 서대문구 연희로16길4,서울특별시 서대문구 연희동69-21,37.56759984,126.932087,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연6길36,서울특별시 서대문구 연희동 산 76-1,37.57638517,126.9320959,,전용주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연8길35,서울특별시 서대문구 연희동179-61,37.57532002,126.9319411,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연6길36,서울특별시 서대문구 연희동723-8,37.57638517,126.9320959,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연8길31-13,서울특별시 서대문구 연희동179-56,37.57548171,126.9320419,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27나길21,서울특별시 서대문구 연희동214-24,37.57213637,126.9319699,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27나길33,서울특별시 서대문구 연희동200-22,37.57289005,126.9318067,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10가길15-23,서울특별시 서대문구 연희동340-14,37.56378912,126.9321588,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연8길 23-5,서울특별시 서대문구 연희동 179-44,37.57581252,126.932125,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10가길26,서울특별시 서대문구 연희동309-10,37.56450916,126.932098,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길30,서울특별시 서대문구 연희동292-6,37.56566931,126.9319993,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27나길5-8,서울특별시 서대문구 연희동84-22,37.57156484,126.9322359,,전용주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10가길15-8,서울특별시 서대문구 연희동340-8,37.56402244,126.9319522,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연6길40,서울특별시 서대문구 연희동723-9,37.57658681,126.9323969,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 가좌로 31,서울특별시 서대문구 연희동 719-7,37.57724755,126.9320035,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27나길5-18,서울특별시 서대문구 연희동84-16,37.57115725,126.9321112,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10가길15-25,서울특별시 서대문구 연희동340-15,37.56370051,126.9322482,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로12길21,서울특별시 서대문구 연희동 136-13,37.56675795,126.9321019,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 성산로17길20,서울특별시 서대문구 연희동340-16,37.56333843,126.9322979,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로14길15,서울특별시 서대문구 연희동136-23,37.56734327,126.9323043,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연8길23-3,서울특별시 서대문구 연희동 179-43,37.57587724,126.9321784,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길 31,서울특별시 서대문구 연희동305-5,37.56565927,126.9322402,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27길96,서울특별시 서대문구 연희동92-4,37.57057273,126.9320322,,전용주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27나길21,서울특별시 서대문구 연희동214-24,37.57213637,126.9319699,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로12길21,서울특별시 서대문구 연희동136-13,37.56675795,126.9321019,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로16길10,서울특별시 서대문구 연희동69-20,37.56758805,126.9322767,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27나길5-14,서울특별시 서대문구 연희동84-15,37.57123207,126.9321801,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길27,서울특별시 서대문구 연희동304-6,37.56586427,126.9321274,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로8길42,서울특별시 서대문구 연희동315-1,37.5651013,126.9322645,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10가길17,서울특별시 서대문구 연희동339-26,37.56426855,126.9321772,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍제천로 172,서울특별시 서대문구 연희동 산76-1,37.57797817,126.9324733,,전용주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍제천로 172,서울특별시 서대문구 연희동729,37.57797817,126.9324733,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연8길 23-16,서울특별시 서대문구 연희동 179-32,37.57533983,126.9322357,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연8길 23-9,서울특별시 서대문구 연희동 179-39,37.57565241,126.9322827,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 성산로17길 25,서울특별시 서대문구 연희동340-59,37.5635782,126.9323292,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연8길7,서울특별시 서대문구 연희동721-6,37.57648598,126.9317583,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로16길7-3,서울특별시 서대문구 연희동231-3,37.56796715,126.9322011,,통신주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10가길11,서울특별시 서대문구 연희동339-22,37.56405716,126.9323216,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연8길23-18,서울특별시 서대문구 연희동 179-31,37.57534484,126.9323297,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27나길13,서울특별시 서대문구 연희동216-4,37.57187981,126.9321977,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연8길 23-13,서울특별시 서대문구 연희동179-33,37.57552778,126.932404,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로12길23,서울특별시 서대문구 연희동237-5,37.56681878,126.9324306,,통신주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27길86,서울특별시 서대문구 연희동84-21,37.57087733,126.9323049,,전용주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길37,서울특별시 서대문구 연희동305-6,37.56554692,126.9324002,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10가길22,서울특별시 서대문구 연희동309-19,37.56451727,126.9322704,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연8길 23-18,서울특별시 서대문구 연희동 179-31,37.57534484,126.9323297,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연8길19-14,서울특별시 서대문구 연희동 179-42,37.57581854,126.9322598,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 성산로17길18-5,서울특별시 서대문구 연희동340-17,37.56332267,126.9324697,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연8길35,서울특별시 서대문구 연희동721,37.57532002,126.9319411,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27나길5-10,서울특별시 서대문구 연희동84-13,37.57135681,126.9322569,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로12길21-6,서울특별시 서대문구 연희동236-3,37.56698066,126.932545,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연8길 7,서울특별시 서대문구 연희동721-1,37.57648598,126.9317583,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 성산로17길30-2,서울특별시 서대문구 연희동339-57,37.56354735,126.9327415,,통신주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길40,서울특별시 서대문구 연희동292-1,37.56533588,126.932366,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍제천로 172,서울특별시 서대문구 연희동 729,37.57797817,126.9324733,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로16길16,서울특별시 서대문구 연희동48-16,37.56768345,126.9325614,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27나길9,서울특별시 서대문구 연희동84-9,37.57171162,126.932405,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길58-8,서울특별시 서대문구 연희동309-18,37.5646311,126.9323213,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로12길28-12,서울특별시 서대문구 연희동302-9,37.56609535,126.9325445,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로12길28-13,서울특별시 서대문구 연희동 302-3,37.56628762,126.9325491,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로16길7-9,서울특별시 서대문구 연희동231-2,37.56814751,126.932327,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로31길 48-8,서울특별시 서대문구 연희동 179-21,37.57593551,126.932609,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연8길 19-29,서울특별시 서대문구 연희동179-24,37.57575714,126.9325053,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로12길32,서울특별시 서대문구 연희동302-5,37.56650339,126.9326723,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길29-10,서울특별시 서대문구 연희동305-2,37.5658949,126.9325977,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10가길7,서울특별시 서대문구 연희동339-17,37.56390941,126.9326519,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길58-14,서울특별시 서대문구 연희동339-62,37.56425769,126.9325652,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연8길49,서울특별시 서대문구 연희동 179-29,37.57531303,126.9324722,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로12길32,서울특별시 서대문구 연희동302-5,37.56650339,126.9326723,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로31길 58,서울특별시 서대문구 연희동 179-28,37.57537645,126.9324603,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길37-5,서울특별시 서대문구 연희동305-7,37.56569369,126.9325564,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로12길21-8,서울특별시 서대문구 연희동236-1,37.5670725,126.9325883,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로31길 54,서울특별시 서대문구 연희동 179-27,37.57558946,126.9324883,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로12길25-4,서울특별시 서대문구 연희동273-11,37.5668792,126.9326867,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연6길 46,서울특별시 서대문구 연희동 723-10,37.57672212,126.932533,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로25길87,서울특별시 서대문구 연희동89-27,37.56980191,126.9324786,,전용주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,,서울특별시 서대문구 연희동 산76-1,,,,전용주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27가길 34,서울특별시 서대문구 연희동200-74,37.57304504,126.9324725,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27가길 34,서울특별시 서대문구 연희동200-74,37.57304504,126.9324725,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27나길8,서울특별시 서대문구 연희동83-8,37.57188049,126.932759,,통신주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27길76,서울특별시 서대문구 연희동84-20,37.57137445,126.9325383,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로14길25,서울특별시 서대문구 연희동48-15,37.56758914,126.9327614,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27가길34,서울특별시 서대문구 연희동 200-74,37.57304504,126.9324725,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 성산로17길30-2,서울특별시 서대문구 연희동339-57,37.56354735,126.9327415,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길43-4,서울특별시 서대문구 연희동35-1,37.56513784,126.9328236,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27나길3,서울특별시 서대문구 연희동84-2,37.57161267,126.9326896,,전용주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27가길38,서울특별시 서대문구 연희동200-75,37.57286814,126.932561,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길54,서울특별시 서대문구 연희동309-3,37.56475631,126.9325847,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로16길20,서울특별시 서대문구 연희동69-35,37.56773462,126.9328657,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로12길28-14,서울특별시 서대문구 연희동302-8,37.56613328,126.9326988,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길49,서울특별시 서대문구 연희동34-6,37.56497429,126.9327906,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로31길 52-3,서울특별시 서대문구 연희동179-25,37.57575685,126.9326153,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10가길6,서울특별시 서대문구 연희동310-10,37.56421977,126.9327448,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27길58-12,서울특별시 서대문구 연희동215-3,37.57208302,126.9325871,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로12길33,서울특별시 서대문구 연희동237-14,37.5667575,126.9328781,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로16길42,서울특별시 서대문구 연희동88-31,37.56850559,126.9328422,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로31길47,서울특별시 서대문구 연희동151-151,37.57546075,126.9328819,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍제천로 170-12,서울특별시 서대문구 연희동 170-122,37.57765657,126.9327305,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로12길28-18,서울특별시 서대문구 연희동302-7,37.56618426,126.9328418,,통신주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연6안길 12-7,서울특별시 서대문구 연희동 723-19,37.5762611,126.9328784,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길62,서울특별시 서대문구 연희동310-2,37.56447421,126.9327459,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연6안길4,서울특별시 서대문구 연희동723-11,37.57664812,126.9326239,,전용주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로16길39,서울특별시 서대문구 연희동69-1,37.56826601,126.9328369,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연6안길 6,서울특별시 서대문구 연희동 723-12,37.57655303,126.9327353,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로31길 48-6,서울특별시 서대문구 연희동151-103,37.57592624,126.9327838,,통신주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍제천로174-8,서울특별시 서대문구 연희동170-132,37.57795899,126.9328089,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27가길46,서울특별시 서대문구 연희동200-33,37.5725781,126.9327131,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 성산로17길34,서울특별시 서대문구 연희동339-71,37.5636891,126.9329312,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로16길19,서울특별시 서대문구 연희동69-12,37.56793723,126.9328152,,통신주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길 63-1,서울특별시 서대문구 연희동31-2,37.56442284,126.9330425,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로14길20-8,서울특별시 서대문구 연희동237-10,37.56694273,126.9328541,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로31길47,서울특별시 서대문구 연희동 151-151,37.57546075,126.9328819,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로124-7,서울특별시 서대문구 연희동88-7,37.56859222,126.9330743,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연6안길 10,서울특별시 서대문구 연희동723-13,37.57644659,126.9328239,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27길 58-10,서울특별시 서대문구 연희동 217-1,37.5722073,126.9327947,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로12길28-20,서울특별시 서대문구 연희동 302-7,37.56624744,126.9330243,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 성산로17길30-6,서울특별시 서대문구 연희동 339-49,37.56350653,126.933042,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로12길37,서울특별시 서대문구 연희동237-2,37.56672769,126.9330694,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로14길29,서울특별시 서대문구 연희동48-18,37.56741577,126.932887,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,,서울특별시 서대문구 연희동 산76-1,,,,전용주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로18길5,서울특별시 서대문구 연희동88-23,37.56902946,126.933067,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길29-14,서울특별시 서대문구 연희동305-23,37.56596568,126.9329964,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희맛로43-2,서울특별시 서대문구 연희동43-2,37.56877704,126.9310932,,전용주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길51-5,서울특별시 서대문구 연희동34-3,37.56494867,126.9330496,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로132-1,서울특별시 서대문구 연희동88-3,37.56912043,126.9331666,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로12길38,서울특별시 서대문구 연희동44-3,37.56636805,126.933136,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27가길 48,서울특별시 서대문구 연희동 200-25,37.57242311,126.9328237,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 성산로17길38,서울특별시 서대문구 연희동339-6,37.56387841,126.9331187,,통신주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연6안길 26,서울특별시 서대문구 연희동 151-102,37.57593635,126.9329675,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로12길37,서울특별시 서대문구 연희동237-2,37.56672769,126.9330694,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길57-4,서울특별시 서대문구 연희동32-1,37.56451611,126.9330643,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로25길 50-6,서울특별시 서대문구 연희동82-17,37.57161599,126.9332955,,전용주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길73,서울특별시 서대문구 연희동30-10,37.56410722,126.9331946,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연6안길 27,서울특별시 서대문구 연희동724-25,37.57588852,126.9331555,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍제천로 170-17,서울특별시 서대문구 연희동170-138,37.57772443,126.9330699,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 성산로17길30-6,서울특별시 서대문구 연희동339-49,37.56350653,126.933042,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27가길 19,서울특별시 서대문구 연희동200-72,37.5731385,126.9329928,,전용주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로16길24,서울특별시 서대문구 연희동69-34,37.56774582,126.9330695,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로14길33,서울특별시 서대문구 연희동48-13,37.56734647,126.9331886,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로16길34,서울특별시 서대문구 연희동88-28,37.5683022,126.9332596,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로29길 40-10,서울특별시 서대문구 연희동 200-115,37.57411259,126.9330284,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍연6안길16,서울특별시 서대문구 연희동723-23,37.57627353,126.9330303,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로16길24,서울특별시 서대문구 연희동69-34,37.56774582,126.9330695,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍제천로 182,서울특별시 서대문구 연희동 170-113,37.57841099,126.9332376,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 성산로17길 30-9,서울특별시 서대문구 연희동339-3,37.56364746,126.9330796,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27길58,서울특별시 서대문구 연희동83-9,37.57201611,126.9329492,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로31길 41,서울특별시 서대문구 연희동724-39,37.57561322,126.9332302,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로16길29,서울특별시 서대문구 연희동69-7,37.56806813,126.9329592,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로134-1,서울특별시 서대문구 연희동88-2,37.56926889,126.9332825,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍제천로 174-14,서울특별시 서대문구 연희동 170-129,37.57782529,126.9331429,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로31길 43-6,서울특별시 서대문구 연희동 151-114,37.57536689,126.9330792,,전용주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 가좌로19-13,서울특별시 서대문구 연희동724-16,37.57670902,126.9330889,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로136,서울특별시 서대문구 연희동88-1,37.56904593,126.9341423,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27가길 19,서울특별시 서대문구 연희동 200-72,37.5731385,126.9329928,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로10길43-11,서울특별시 서대문구 연희동43-9,37.56545978,126.9331802,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로29길 46,서울특별시 서대문구 연희동200-110,37.57408931,126.9332997,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로29길 46,서울특별시 서대문구 연희동200-110,37.57408931,126.9332997,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 홍제천로 170-19,서울특별시 서대문구 연희동170-139,37.57768143,126.9331885,,통신주,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로29길 40-26,서울특별시 서대문구 연희동200-120,37.57344456,126.9331278,,건축물,02-330-1275,서울특별시 서대문구청,2020-01-01
"연희동",1,서울특별시 서대문구 연희로27가길16,서울특별시 서대문구 연희동 200-64,37.57305917,126.9333899,,한전주,02-330-1275,서울특별시 서대문구청,2020-01-01
