seq,police_cat1,police_cat2,police_cat3,police_cat4,police_nam,addr,tel,lat,lon
2294,"사회,공공기관",행정기관,경찰서,지구대,서강지구대,서울 마포구 창전동 402-59,02-334-4975,37.54734884,126.9293151
2296,"사회,공공기관",행정기관,경찰서,파출소,연남파출소,서울 마포구 연남동 373-20,02-334-4974,37.56033325,126.9237309
2297,"사회,공공기관",행정기관,경찰서,지구대,용강지구대,서울 마포구 용강동 503,02-716-6391,37.5425846,126.9431062
2299,"사회,공공기관",행정기관,경찰서,지구대,서강지구대 노고산치안센터,서울 마포구 노고산동 57-66,02-3149-6609,37.55450587,126.9347032
2301,"사회,공공기관",행정기관,경찰서,지구대,신촌지구대,서울 서대문구 대현동 27-14,02-335-8302,37.55855024,126.9430126
2306,"사회,공공기관",행정기관,경찰서,파출소,중림파출소,서울 중구 중림동 203,02-2096-8475,37.55788186,126.9671108
2307,"사회,공공기관",행정기관,경찰서,파출소,서울역파출소,서울 중구 봉래동2가 122-17,02-2096-8472,37.55689465,126.9716812
2311,"사회,공공기관",행정기관,경찰서,지구대,원효지구대,서울 용산구 원효로1가 25-2,02-2198-0191,37.53879749,126.9659809
2314,"사회,공공기관",행정기관,경찰서,지구대,용중지구대,서울 용산구 후암동 244-103,,37.5491376,126.9784808
2315,"사회,공공기관",행정기관,경찰서,지구대,당산지구대,서울 영등포구 당산동5가 15,,37.53362632,126.9012737
2316,"사회,공공기관",행정기관,경찰서,파출소,연희파출소,서울 서대문구 연희동 86-12,02-335-8304,37.57027949,126.9328749
2318,"사회,공공기관",행정기관,경찰서,지구대,월드컵지구대,서울 마포구 성산동 602,02-373-1113,37.56873187,126.909083
2319,"사회,공공기관",행정기관,경찰서,파출소,남대문파출소,서울 중구 남창동 51-1,02-2096-8474,37.55901574,126.9763909
2320,"사회,공공기관",행정기관,경찰서,파출소,삼각지파출소,서울 용산구 한강로1가 16,02-2198-0150,37.5361156,126.974701
2321,"사회,공공기관",행정기관,경찰서,지구대,충정로지구대,서울 서대문구 옥천동 100-1,02-335-8301,37.56988042,126.9611356
2322,"사회,공공기관",행정기관,경찰서,파출소,회현파출소,서울 중구 회현동1가 194-15,02-2096-8476,37.55845036,126.9787316
2323,"사회,공공기관",행정기관,경찰서,파출소,서소문파출소,서울 중구 서소문동 24,02-2096-8477,37.56382327,126.9754703
2325,"사회,공공기관",행정기관,경찰서,파출소,신문로파출소,서울 종로구 신문로1가 58-16,02-3701-4311,37.57075661,126.9722352
2326,"사회,공공기관",행정기관,경찰서,파출소,세종로파출소,서울 중구 태평로1가 68-1,02-3701-4312,37.56893751,126.976424
2327,"사회,공공기관",행정기관,경찰서,파출소,남가좌파출소,서울 서대문구 남가좌동 336-21,02-335-8305,37.57606935,126.9240624
2328,"사회,공공기관",행정기관,경찰서,파출소,명동파출소,서울 중구 명동2가 50-13,02-2096-8473,37.56359047,126.9839684
2329,"사회,공공기관",행정기관,경찰서,파출소,교남파출소,서울 종로구 행촌동 180-17,02-3701-4310,37.57179898,126.9622054
2330,"사회,공공기관",행정기관,경찰서,파출소,태평로파출소,서울 중구 다동 46,02-2096-8471,37.56801195,126.9799967
2331,"사회,공공기관",행정기관,경찰서,파출소,사직파출소,서울 종로구 사직동 1-28,02-3701-4309,37.57629863,126.9686264
2332,"사회,공공기관",행정기관,경찰서,파출소,홍은2파출소,서울 서대문구 홍은동 424,02-335-8308,37.58358541,126.9362028
2333,"사회,공공기관",행정기관,경찰서,파출소,홍제파출소,서울 서대문구 홍제동 173-1,02-335-8307,37.58817568,126.9445525
2334,"사회,공공기관",행정기관,경찰서,파출소,옥인파출소,서울 종로구 옥인동 45-16,02-3701-4306,37.58147055,126.9694326
2335,"사회,공공기관",행정기관,경찰서,파출소,통의파출소,서울 종로구 통의동 35-66,02-3701-4304,37.57678287,126.9739989
2336,"사회,공공기관",행정기관,경찰서,파출소,청운파출소,서울 종로구 궁정동 12-1,02-3701-4305,37.58422788,126.9705908
2337,"사회,공공기관",행정기관,경찰서,파출소,홍은파출소,서울 서대문구 홍은동 48-461,02-335-8303,37.59525833,126.9463816
2340,"사회,공공기관",행정기관,경찰서,파출소,청진파출소,서울 종로구 견지동 110-39,02-3701-4313,37.57300569,126.9826691
2341,"사회,공공기관",행정기관,경찰서,파출소,관수파출소,서울 종로구 관철동 5-10,02-3701-4302,37.56889601,126.988006
2342,"사회,공공기관",행정기관,경찰서,파출소,삼청파출소,서울 종로구 소격동 1-1,02-3701-4303,37.58140452,126.9811252
2343,"사회,공공기관",행정기관,경찰서,파출소,을지로3가파출소,서울 중구 을지로3가 291-50,02-2266-2404,37.56620783,126.9928645
2344,"사회,공공기관",행정기관,경찰서,파출소,충무파출소,서울 중구 필동1가 20-5,02-2278-7710,37.5608306,126.9915567
2345,"사회,공공기관",행정기관,경찰서,지구대,종로2가지구대,서울 종로구 종로2가 39-3,02-3701-4301,37.57049266,126.9889181
2347,"사회,공공기관",행정기관,경찰서,파출소,세검정파출소,서울 종로구 홍지동 95-1,02-3701-4307,37.60002403,126.9584633
2348,"사회,공공기관",행정기관,경찰서,파출소,평창파출소,서울 종로구 평창동 273-3,02-3701-4308,37.60527039,126.9666324
2350,"사회,공공기관",행정기관,경찰서,파출소,녹번파출소,서울 은평구 녹번동 115-27,02-335-9820,37.60881975,126.9318618
2351,"사회,공공기관",행정기관,경찰서,파출소,대조파출소,서울 은평구 대조동 5-17,02-350-1938,37.61114261,126.9289874
2352,"사회,공공기관",행정기관,경찰서,파출소,성북파출소,서울 성북구 성북동 66-23,02-920-1860,37.5932739,126.9984737
2354,"사회,공공기관",행정기관,경찰서,지구대,불광지구대,서울 은평구 불광동 423-13,02-350-1932,37.62142322,126.9265989
