"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","좌석수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부"
"3030000","3030000-202-1983-00259","19830202","","03","폐업","02","폐업","20090608","","","","0222823266","204.53","133816","서울특별시 성동구 마장동 796-4번지 ","","","장호탕","20040324000000","I","2018-08-31 23:59:59.0","공동탕업","203633.484948023    ","451283.895518631    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3030000","3030000-202-2003-00001","20030114","","03","폐업","02","폐업","20100118","","","","0222439995","500.00","133850","서울특별시 성동구 용답동 233-3번지 ","","","산소사우나","20040205000000","I","2018-08-31 23:59:59.0","공동탕업","205722.425433401    ","450967.562913172    ","공동탕업","","","","","","","","","2","Y","","","","","","","","","","","N"
"3030000","3030000-202-2001-00350","20011107","","03","폐업","02","폐업","20070703","","","","0222970202","363.00","133867","서울특별시 성동구 행당동 267-23번지 지하1층~2층 ","","","한양사우나","20040302000000","I","2018-08-31 23:59:59.0","공동탕업","203046.420982542    ","450918.935049555    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1970-00266","19701022","","03","폐업","02","폐업","19960612","","","","02 2950864","145.57","133870","서울특별시 성동구 행당동 322-15번지 ","","","삼화탕","20010925000000","I","2018-08-31 23:59:59.0","공동탕업","","","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1973-00256","19730409","","03","폐업","02","폐업","19970411","","","","02 2948614","158.83","133870","서울특별시 성동구 행당동 322-100번지 ","","","세진탕","20001117000000","I","2018-08-31 23:59:59.0","공동탕업","202931.789940848    ","450419.387012901    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1969-00246","19690120","","03","폐업","02","폐업","20001001","","","","02","116.58","133800","서울특별시 성동구 금호동1가 167-49번지 ","","","금북탕","20001121000000","I","2018-08-31 23:59:59.0","공동탕업","202017.569479514    ","450440.682255201    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-2008-00001","20080211","","03","폐업","02","폐업","20100601","","","","000222473300","597.40","133851","서울특별시 성동구 용답동 223-5번지 ","","","사)한국체육지도자총연합회연수원","20080212094720","I","2018-08-31 23:59:59.0","공동탕업","204934.319835624    ","451032.958798449    ","공동탕업","7","2","0","0","1","1","0","0","4","Y","0","","","","임대","0","","","","","N"
"3030000","3030000-202-2003-00003","20030225","","03","폐업","02","폐업","20110607","","","","02 4653365","569.87","133823","서울특별시 성동구 성수동1가 656-461번지 ","","","우성목욕탕","20101201104653","I","2018-08-31 23:59:59.0","공동탕업","203910.819069149    ","448979.260262165    ","공동탕업","","","","","","","","","2","Y","","","","","","","","","","","N"
"3030000","3030000-202-1989-00298","19891114","","03","폐업","02","폐업","20000508","","","","0202962910","368.17","133812","서울특별시 성동구 마장동 466-5번지 ","","","일광","20000526000000","I","2018-08-31 23:59:59.0","공동탕업","203185.472000533    ","452014.305822436    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1968-00262","19681211","","03","폐업","02","폐업","19990923","","","","0222821894","139.99","133863","서울특별시 성동구 행당동 96-31번지 ","","","성동탕","20020409000000","I","2018-08-31 23:59:59.0","공동탕업","203379.898573094    ","450321.018038541    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1982-00317","19820830","","03","폐업","02","폐업","19970725","","","","0204611169","212.72","133822","서울특별시 성동구 성수동1가 13-3번지 ","","","상원탕","20010925000000","I","2018-08-31 23:59:59.0","공동탕업","204157.994429687    ","449901.223143811    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3110000","3110000-202-1983-00210","19831114","","03","폐업","02","폐업","20111104","","","","0203859192","258.92","122831","서울특별시 은평구 녹번동 118-12번지 ","","","녹번탕","20080110165012","I","2018-08-31 23:59:59.0","공동탕업","","","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-2014-00001","20140430","","03","폐업","02","폐업","20180111","","","","","145.00","133070","서울특별시 성동구 행당동 376번지 ","서울특별시 성동구 고산자로 177 지하1층 B01호 (행당동 서울숲행당푸르지오아파트)","04716","바디짐","20180111104835","I","2018-08-31 23:59:59.0","목욕장업 기타","202799.275304092    ","450325.895701664    ","목욕장업 기타","0","0","","","1","1","0","0","0","N","0","","","","","0","","","0","0","N"
"3030000","3030000-202-2000-00327","20000803","","03","폐업","02","폐업","20011127","","","","02 4672458","218.94","133836","서울특별시 성동구 송정동 1-42번지 ","","","유성탕","20011127000000","I","2018-08-31 23:59:59.0","공동탕업","","","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1984-00275","19840903","","03","폐업","02","폐업","20040827","","","","0222930574","170.76","133880","서울특별시 성동구 홍익동 289-0번지 ","","","청수탕","20030225000000","I","2018-08-31 23:59:59.0","공동탕업","202863.946143565    ","451456.348618458    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3030000","3030000-202-1971-00245","19710526","","03","폐업","02","폐업","19970214","","","","02 2958039","226.88","133870","서울특별시 성동구 행당동 322-135번지 ","","","향보탕","20010925000000","I","2018-08-31 23:59:59.0","공동탕업","","","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-2007-00001","20070531","","03","폐업","02","폐업","20071228","","","","","597.40","133851","서울특별시 성동구 용답동 223-5번지 서울특별시투자기관체육문화센터 ","","","서울특별시투자기관체육문화센터내목욕탕","20070601000000","I","2018-08-31 23:59:59.0","공동탕업","204934.319835624    ","451032.958798449    ","공동탕업","7","2","","","1","","","","","N","","","","","임대","","","","","","N"
"3030000","3030000-202-2001-00351","20011113","","03","폐업","02","폐업","20050614","","","","0222319821","198.00","133804","서울특별시 성동구 금호동2가 1202번지 ","","","현대탕","20050614000000","I","2018-08-31 23:59:59.0","공동탕업","202202.550291784    ","449620.09101942     ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3030000","3030000-202-2001-00346","20010918","","03","폐업","02","폐업","20130430","","","","0222932284","537.19","133882","서울특별시 성동구 도선동 186-0번지 ","서울특별시 성동구 왕십리로26길 16 (도선동)","04708","동해목욕탕","20101130102530","I","2018-08-31 23:59:59.0","공동탕업","202851.89588072     ","451348.867106539    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-2001-00347","20010921","","03","폐업","02","폐업","20020817","","","","02 4692593","476.02","133826","서울특별시 성동구 성수동2가 228-1번지 ","","","한강대중탕","20020819000000","I","2018-08-31 23:59:59.0","공동탕업","205193.917274502    ","448258.515774754    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1968-00279","19681023","","03","폐업","02","폐업","20021118","","","","0202924983","117.00","133856","서울특별시 성동구 하왕십리동 843-0번지 ","","","성동한증원","20021119000000","I","2018-08-31 23:59:59.0","한증막업","202189.881741       ","451485.26679        ","한증막업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1997-00281","19970902","","03","폐업","02","폐업","20001013","","","","02 2916347",".00","133867","서울특별시 성동구 행당동 292-54번지 ","","","솔방한증막","20001018000000","I","2018-08-31 23:59:59.0","한증막업","202864.796628122    ","450901.755491706    ","한증막업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-2002-00008","20021118","","03","폐업","02","폐업","20110131","","","","0222822422","700.00","133868","서울특별시 성동구 행당동 317-40번지 대림리빙프라자 6층 ","","","대림헬스사우나","20021119000000","I","2018-08-31 23:59:59.0","공동탕업","","","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-2001-00352","20011127","","03","폐업","02","폐업","20030206","","","","0222472962","700.98","133851","서울특별시 성동구 용답동 236-5번지 ","","","삼호대중탕","20030207000000","I","2018-08-31 23:59:59.0","공동탕업","206033.909589487    ","450882.776032621    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1998-00294","19980919","","03","폐업","02","폐업","20000501","","","","0222441646","599.87","133850","서울특별시 성동구 용답동 234-0번지 B호D동3층가열:78910호나열:678910 ","","","서울건강 대중목욕탕","20010219000000","I","2018-08-31 23:59:59.0","공동탕업","205784.868811814    ","450883.524006222    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1998-00278","19981117","","03","폐업","02","폐업","20011127","","","","02 2450399","700.98","133851","서울특별시 성동구 용답동 236-5번지 10호 ","","","삼호","20011127000000","I","2018-08-31 23:59:59.0","공동탕업","206033.909589487    ","450882.776032621    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1995-00288","19951007","","03","폐업","02","폐업","20040721","","","","0222940502","679.31","133858","서울특별시 성동구 하왕십리동 966-12번지 ","","","은천탕","20030225000000","I","2018-08-31 23:59:59.0","공동탕업","202827.036550527    ","451146.886883472    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3030000","3030000-202-1998-00282","19980721","","03","폐업","02","폐업","20001121","","","","02 2948985",".00","133812","서울특별시 성동구 마장동 458-9번지 ","","","향천한증막","20001228000000","I","2018-08-31 23:59:59.0","한증막업","202954.660600194    ","451925.163200505    ","한증막업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1990-00299","19900731","","03","폐업","02","폐업","20030728","","","","0222420333","752.64","133850","서울특별시 성동구 용답동 235-5번지 ","","","설악탕","20030722000000","I","2018-08-31 23:59:59.0","공동탕업","205921.703469803    ","450931.561948791    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3030000","3030000-202-1995-00289","19951228","","03","폐업","02","폐업","20040513","","","","0222996202","547.80","133868","서울특별시 성동구 행당동 317-31번지 ","","","진도목욕탕","20030217000000","I","2018-08-31 23:59:59.0","공동탕업","202880.471693517    ","450756.44737359     ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3030000","3030000-202-1997-00290","19970401","","03","폐업","02","폐업","20041228","","","","0222968473","319.83","133871","서울특별시 성동구 행당동 19-46번지 ","","","한양목욕탕","20030217000000","I","2018-08-31 23:59:59.0","공동탕업","203497.329633561    ","450853.452820098    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3030000","3030000-202-2000-00328","20000821","","03","폐업","02","폐업","20010201","","","","0222983305",".00","133815","서울특별시 성동구 마장동 768-5번지 ","","","신진불한증막","20010309000000","I","2018-08-31 23:59:59.0","공동탕업","203766.028019571    ","451687.890552805    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1998-00292","19980107","","03","폐업","02","폐업","20120530","","","","0222542450","436.50","133803","서울특별시 성동구 금호동2가 513-1번지 ","서울특별시 성동구 무수막길 72 (금호동2가)","04728","신금호사우나","20090708121443","I","2018-08-31 23:59:59.0","공동탕업","201766.681912935    ","450005.154575334    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3030000","3030000-202-2001-00333","20010201","","03","폐업","02","폐업","20160810","","","","0222983305","666.00","133815","서울특별시 성동구 마장동 768-5번지 ","서울특별시 성동구 마장로35나길 39 (마장동)","04756","신진 불한증막","20100705112437","I","2018-08-31 23:59:59.0","공동탕업","203766.028019571    ","451687.890552805    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3030000","3030000-202-1991-00303","19910423","","03","폐업","02","폐업","19980725","","","","02   0","700.50","133851","서울특별시 성동구 용답동 236-5번지 ","","","삼호목욕탕","20010925000000","I","2018-08-31 23:59:59.0","공동탕업","206033.909589487    ","450882.776032621    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-2010-00001","20101025","","03","폐업","02","폐업","20130902","","","","22813435","833.00","133050","서울특별시 성동구 마장동 439-1번지 마축일축산물시장 지하1층(101102103호) ","서울특별시 성동구 마장로35길 68 (마장동마축일축산물시장 지하1층(101102103호))","04752","청계참숯가마사우나","20120522084902","I","2018-08-31 23:59:59.0","공동탕업+찜질시설서비스영업","203576.594691866    ","452041.559037331    ","공동탕업+찜질시설서비스영업","0","0","","","1","1","0","0","6","Y","0","","","","","0","","","0","0","N"
"3030000","3030000-202-1974-00307","19741214","","03","폐업","02","폐업","20050823","","","","02 4666071","166.39","133836","서울특별시 성동구 송정동 66-258번지 ","","","서호탕","20030225000000","I","2018-08-31 23:59:59.0","공동탕업","205658.359614296    ","449583.819978491    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3030000","3030000-202-1968-00309","19681216","","03","폐업","02","폐업","20001121","","","","02 2445653","111.20","133849","서울특별시 성동구 용답동 114-3번지 ","","","창흥탕","20001121000000","I","2018-08-31 23:59:59.0","공동탕업","204341.4537919      ","451681.921847476    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-2001-00340","20010628","","03","폐업","02","폐업","20140818","","","","02 4667100","1343.00","133822","서울특별시 성동구 성수동1가 13-454번지 ","서울특별시 성동구 광나루로 162 (성수동1가)","04791","화성녹주불가마24시","20120530133453","I","2018-08-31 23:59:59.0","공동탕업","204182.214525646    ","449903.034291997    ","공동탕업","0","0","4","4","1","1","0","0","0","N","0","","","","","0","","","0","0","N"
"3030000","3030000-202-2009-00001","20090603","","03","폐업","02","폐업","20120430","","","","02  22001600","4896.00","133866","서울특별시 성동구 행당동 168-1번지 ","서울특별시 성동구 왕십리광장로 17 (행당동 왕십리민자역사 지상45층)","04750","포시즌","20121115134619","I","2018-08-31 23:59:59.0","공동탕업+찜질시설서비스영업","203292.151898869    ","451267.730901002    ","공동탕업+찜질시설서비스영업","0","0","4","5","0","0","0","0","6","Y","0","이 영업신고의 효력은 건축물 임시사용승인기간 2012.4.30까지이며 건축물 사용승인 연장 또는 준공 완료시 재신청 해야 함","20120301","20120430","임대","0","","","0","0","N"
"3030000","3030000-202-2013-00002","20130719","","03","폐업","02","폐업","20170515","","","","","1627.00","133866","서울특별시 성동구 행당동 168-151번지 ","서울특별시 성동구 왕십리광장로 17 5층 (행당동)","04750","포시즌","20170515140842","I","2018-08-31 23:59:59.0","공동탕업","203321.562330114    ","451001.868687869    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3030000","3030000-202-1995-00286","19950902","","03","폐업","02","폐업","20010313","","","","02 4696459","703.18","133834","서울특별시 성동구 성수동2가 289-20번지 ","","","보라목욕탕","20010313000000","I","2018-08-31 23:59:59.0","공동탕업","204764.658079784    ","449437.628334972    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1972-00267","19720331","","03","폐업","02","폐업","20090921","","","","0222924043","182.20","133010","서울특별시 성동구 상왕십리동 54-2번지 ","","","정수탕","20030225000000","I","2018-08-31 23:59:59.0","공동탕업","","","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3030000","3030000-202-1968-00268","19681128","","03","폐업","02","폐업","20001001","","","","0202920727","121.70","133010","서울특별시 성동구 상왕십리동 123-0번지 ","","","청계탕","20001121000000","I","2018-08-31 23:59:59.0","공동탕업","","","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1971-00261","19710826","","03","폐업","02","폐업","20050922","","","","0222956856","201.38","133862","서울특별시 성동구 행당동 31-2번지 ","","","한수탕","20031023000000","I","2018-08-31 23:59:59.0","공동탕업","203611.136734759    ","450542.132073837    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3030000","3030000-202-1967-00236","19670605","","03","폐업","02","폐업","20210902","","","","0222384094","400.91","133807","서울특별시 성동구 금호동3가 1305-1 ","서울특별시 성동구 장터길 21 (금호동3가)","04724","서중탕","20210902105542","U","2021-09-04 02:40:00.0","공동탕업","201540.816056093    ","449583.320151741    ","공동탕업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N"
"3030000","3030000-202-2002-00009","20021118","","03","폐업","02","폐업","20091208","","","","0222924983","175.20","133856","서울특별시 성동구 하왕십리동 843번지 ","","","성동한증원","20030227000000","I","2018-08-31 23:59:59.0","한증막업","202189.881741       ","451485.26679        ","한증막업","","","","","","","","","2","Y","","","","","","","","","","","N"
"3030000","3030000-202-2002-00010","20021127","","03","폐업","02","폐업","20041116","","","","02 4995852","540.00","133821","서울특별시 성동구 성수동1가 659-6번지 ","","","성수대중탕","20030227000000","I","2018-08-31 23:59:59.0","공동탕업","203946.402057096    ","449240.375683662    ","공동탕업","","","","","","","","","2","Y","","","","","","","","","","","N"
"3030000","3030000-202-2002-00005","20021001","","03","폐업","02","폐업","20051111","","","","0222983802","211.20","133815","서울특별시 성동구 마장동 778-16번지 ","","","온천탕","20021002000000","I","2018-08-31 23:59:59.0","공동탕업","203970.690429198    ","451606.839801414    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1984-00320","19840924","","03","폐업","02","폐업","20030807","","","","02 4640725","215.04","133824","서울특별시 성동구 성수동1가 668-12번지 ","","","정수탕","20030808000000","I","2018-08-31 23:59:59.0","공동탕업","203689.189926298    ","449489.851969217    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3030000","3030000-202-1982-00269","19821211","","03","폐업","02","폐업","20010331","","","","0222926900","256.61","133854","서울특별시 성동구 하왕십리동 265-2번지 ","","","정일탕","20010410000000","I","2018-08-31 23:59:59.0","공동탕업","","","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1984-00270","19840918","","03","폐업","02","폐업","20010723","","","","0202924742","127.55","133010","서울특별시 성동구 상왕십리동 762-1번지 ","","","신흥탕","20010723000000","I","2018-08-31 23:59:59.0","공동탕업","202183.360517       ","451456.362968       ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1983-00271","19830201","","03","폐업","02","폐업","20000331","","","","02 2938228","266.86","133859","서울특별시 성동구 하왕십리동 1019-1번지 ","","","옥수탕","20000412000000","I","2018-08-31 23:59:59.0","공동탕업","202353.823680515    ","450862.658189842    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1971-00272","19711223","","03","폐업","02","폐업","20170131","","","","0222943735","156.70","133858","서울특별시 성동구 하왕십리동 982-5번지 ","서울특별시 성동구 무학봉길 57 (하왕십리동)","04710","갑을탕","20120217102006","I","2018-08-31 23:59:59.0","공동탕업","202504.116932411    ","450940.693548738    ","공동탕업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","","","0","0","N"
"3030000","3030000-202-1960-00273","19601228","","03","폐업","02","폐업","19990923","","","","0200000000","197.09","133882","서울특별시 성동구 도선동 285-1번지 ","","","무학탕","20020409000000","I","2018-08-31 23:59:59.0","공동탕업","202797.681704065    ","451228.899925181    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1960-00276","19601130","","03","폐업","02","폐업","19970331","","","","02 2930377","93.17","133881","서울특별시 성동구 홍익동 420-0번지 ","","","시온탕","20010925000000","I","2018-08-31 23:59:59.0","공동탕업","202619.726390246    ","451627.794307125    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1988-00312","19880215","","03","폐업","02","폐업","20070806","","","","0222951801","818.62","133865","서울특별시 성동구 행당동 138-21번지 ","","","귀빈대중탕","20030217000000","I","2018-08-31 23:59:59.0","공동탕업","203160.289262703    ","450717.180242653    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3030000","3030000-202-1973-00277","19731106","","03","폐업","02","폐업","19941001","","","","02 2948985","205.13","133812","서울특별시 성동구 마장동 458-9번지 ","","","향천탕","20010925000000","I","2018-08-31 23:59:59.0","공동탕업","202954.660600194    ","451925.163200505    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1960-00248","19601130","","03","폐업","02","폐업","19970506","","","","02 2320702","143.35","133801","서울특별시 성동구 금호동1가 531-0번지 ","","","금호탕","20010925000000","I","2018-08-31 23:59:59.0","공동탕업","201797.844578992    ","450186.113277276    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1966-00249","19660927","","03","폐업","02","폐업","19980212","","","","02 2533278","180.08","133801","서울특별시 성동구 금호동1가 580-0번지 ","","","백세탕","20010925000000","I","2018-08-31 23:59:59.0","공동탕업","202050.023561695    ","450076.427964299    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-2004-00002","20040304","","03","폐업","02","폐업","20211013","","","","0222949001","3528.00","133865","서울특별시 성동구 행당동 140 레몬프라자 지하(1층~3층) ","서울특별시 성동구 고산자로6길 40 (행당동레몬프라자 지하(1층~3층))","04745","3H보석사우나","20211013095512","U","2021-10-15 02:40:00.0","공동탕업","203071.959180897    ","450665.532604254    ","공동탕업","8","3","0","0","1","1","0","0","2","N","0","","","","임대","0","0","0","0","0","N"
"3030000","3030000-202-1972-00250","19721218","","03","폐업","02","폐업","19970918","","","","02 2343312","182.48","133801","서울특별시 성동구 금호동1가 1793-0번지 ","","","유신탕","20010925000000","I","2018-08-31 23:59:59.0","공동탕업","202268.558960141    ","449698.153963367    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1971-00251","19711203","","03","폐업","02","폐업","20030214","","","","0202526221","216.02","133803","서울특별시 성동구 금호동2가 218-226번지 ","","","은수","20030217000000","I","2018-08-31 23:59:59.0","공동탕업","","","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3030000","3030000-202-1971-00253","19711020","","03","폐업","02","폐업","20020508","","","","0202344114","158.19","133804","서울특별시 성동구 금호동2가 1138-0번지 ","","","광명탕","20020518000000","I","2018-08-31 23:59:59.0","공동탕업","","","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1973-00254","19730831","","03","폐업","02","폐업","20000327","","","","02","132.52","133804","서울특별시 성동구 금호동2가 1202-0번지 ","","","현대 목욕탕","20011127000000","I","2018-08-31 23:59:59.0","공동탕업","202202.550291784    ","449620.09101942     ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1986-00235","19861127","","03","폐업","02","폐업","20000824","","","","0200000000","257.92","133807","서울특별시 성동구 금호동3가 1250-1번지 ","","","한영탕","20000828000000","I","2018-08-31 23:59:59.0","공동탕업","201649.612936525    ","449825.146188446    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-2000-00337","20001205","","03","폐업","02","폐업","20200729","","","","02 4649888","799.20","133837","서울특별시 성동구 송정동 90-7 ","서울특별시 성동구 동일로 265 (송정동)","04800","건영장작불한증사우나","20200729112222","U","2020-07-31 02:40:00.0","공동탕업","206209.280864162    ","450341.48856641     ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3030000","3030000-202-2002-00006","20021031","","03","폐업","02","폐업","20211025","","","","0222927217","1000.00","133809","서울특별시 성동구 금호동4가 800 ","서울특별시 성동구 독서당로 270 (금호동4가 대우아파트 상가)","04738","월드사우나","20211025084817","U","2021-10-27 02:40:00.0","공동탕업","201669.803556903    ","449301.451523245    ","공동탕업","0","0","0","0","1","1","0","0","0","N","0","","","","","0","0","0","0","0","N"
"3030000","3030000-202-1984-00242","19840523","","03","폐업","02","폐업","20110922","","","","0222979706","222.99","133846","서울특별시 성동구 옥수동 538-17번지 ","","","옥수탕","20101201103307","I","2018-08-31 23:59:59.0","공동탕업","201176.434918       ","449429.725363       ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3070000","3070000-202-1989-00320","19890302","","03","폐업","02","폐업","20010716","","","","02 9114332","624.13","136807","서울특별시 성북구 길음동 1166-1번지 ","","","경포탕","20010718000000","I","2018-08-31 23:59:59.0","공동탕업","","","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1968-00274","19681228","","03","폐업","02","폐업","20100524","","","","0222954083","91.62","133880","서울특별시 성동구 홍익동 138-0번지 ","","","보령목욕탕","20080904135252","I","2018-08-31 23:59:59.0","공동탕업","203092.169932789    ","451411.776407905    ","공동탕업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","","","","","N"
"3030000","3030000-202-1991-00302","19910402","","03","폐업","02","폐업","20010628","","","","0202475645","659.72","133847","서울특별시 성동구 용답동 1-4번지 ","","","호반대중탕","20010702000000","I","2018-08-31 23:59:59.0","공동탕업","204766.291445576    ","451383.746787022    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1993-00304","19930715","","03","폐업","02","폐업","20000915","","","","02 2451720","311.11","133847","서울특별시 성동구 용답동 22-1번지 ","","","삼오탕","20020311000000","I","2018-08-31 23:59:59.0","공동탕업","204733.671806399    ","451137.145210357    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1968-00260","19680914","","03","폐업","02","폐업","20030214","","","","0202920305","288.96","133817","서울특별시 성동구 사근동 204-3번지 ","","","은천탕","20030217000000","I","2018-08-31 23:59:59.0","공동탕업","204129.659783578    ","450977.582842585    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3030000","3030000-202-1965-00263","19651111","","03","폐업","02","폐업","19970702","","","","02 2923860","192.44","133867","서울특별시 성동구 행당동 292-54번지 ","","","은하수탕","20010925000000","I","2018-08-31 23:59:59.0","공동탕업","202864.796628122    ","450901.755491706    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1984-00264","19840808","","03","폐업","02","폐업","20001001","","","","0202922337","233.62","133872","서울특별시 성동구 행당동 297-55번지 ","","","양지탕","20001121000000","I","2018-08-31 23:59:59.0","공동탕업","202642.173198984    ","450810.126173375    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1995-00285","19950424","","03","폐업","02","폐업","19980819","","","","02 2153767","652.86","133850","서울특별시 성동구 용답동 234-0번지 ","","","서울건강대중목욕탕","20010925000000","I","2018-08-31 23:59:59.0","공동탕업","205784.868811814    ","450883.524006222    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3030000","3030000-202-1984-00247","19840121","","03","폐업","02","폐업","20080401","","","","0222915121","127.33","133801","서울특별시 성동구 금호동1가 618-4번지 ","","","이화탕","20040621000000","I","2018-08-31 23:59:59.0","공동탕업","202161.966290529    ","450062.657554567    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
